round,playerid,gameid,payoff,id
29,42,1,159/19,2507
29,46,1,17/2,2508
29,48,1,17/2,2509
29,53,1,17/2,2510
29,59,1,641/76,2511
29,61,1,159/19,2512
29,63,1,17/2,2513
29,66,1,641/76,2514
29,70,1,573/76,2515
29,71,1,17/2,2516
29,73,1,17/2,2517
29,75,1,573/76,2518
29,83,1,17/2,2519
29,84,1,1537/190,2520
29,86,1,1503/190,2521
29,32,1,1002/95,2522
29,33,1,169/19,2523
29,34,1,1847/190,2524
29,35,1,169/19,2525
29,37,1,169/19,2526
29,52,1,339/95,2527
29,54,1,1002/95,2528
29,55,1,592/95,2529
29,56,1,339/95,2530
29,57,1,4696/475,2531
29,60,1,4539/475,2532
29,62,1,339/95,2533
29,67,1,1847/190,2534
29,72,1,339/95,2535
29,74,1,1002/95,2536
29,77,1,169/19,2537
29,79,1,1002/95,2538
29,85,1,1847/190,2539
29,91,1,1002/95,2540
29,31,2,3703/285,2541
29,36,2,3703/285,2542
29,39,2,9532/855,2543
29,41,2,409/38,2544
29,42,2,13541/1140,2545
29,46,2,9532/855,2546
29,48,2,3703/285,2547
29,53,2,409/38,2548
29,59,2,13541/1140,2549
29,61,2,409/38,2550
29,63,2,3703/285,2551
29,66,2,13541/1140,2552
29,70,2,13541/1140,2553
29,71,2,409/38,2554
29,73,2,3703/285,2555
29,75,2,3703/285,2556
29,83,2,13541/1140,2557
29,84,2,31993/2850,2558
29,86,2,1111/100,2559
29,32,2,239/19,2560
29,33,2,2347/190,2561
29,34,2,634/95,2562
29,35,2,1008/95,2563
29,37,2,239/19,2564
29,52,2,2433/190,2565
29,54,2,2433/190,2566
29,55,2,634/95,2567
29,56,2,2433/190,2568
29,57,2,239/19,2569
29,60,2,18483/1900,2570
29,62,2,2347/190,2571
29,67,2,3701/380,2572
29,72,2,3974/475,2573
29,74,2,239/19,2574
29,77,2,2347/190,2575
29,79,2,2433/190,2576
29,85,2,3731/475,2577
29,91,2,239/19,2578
29,31,3,1285/114,2579
29,36,3,6,2580
29,39,3,6,2581
29,41,3,2743/285,2582
29,42,3,7337/1140,2583
29,46,3,15331/1710,2584
29,48,3,2743/285,2585
29,53,3,2743/285,2586
29,59,3,11911/1140,2587
29,61,3,1285/114,2588
29,63,3,1285/114,2589
29,66,3,11911/1140,2590
29,70,3,7337/1140,2591
29,71,3,2743/285,2592
29,73,3,1285/114,2593
29,75,3,1285/114,2594
29,83,3,7873/1140,2595
29,84,3,11911/1140,2596
29,86,3,11911/1140,2597
29,32,3,5,2598
29,33,3,5,2599
29,34,3,751/190,2600
29,35,3,166/57,2601
29,37,3,166/57,2602
29,52,3,5,2603
29,54,3,261/76,2604
29,55,3,5,2605
29,56,3,86/57,2606
29,57,3,5,2607
29,60,3,1937/570,2608
29,62,3,5,2609
29,67,3,371/114,2610
29,72,3,5,2611
29,74,3,5,2612
29,77,3,5,2613
29,79,3,5,2614
29,85,3,5,2615
29,91,3,5,2616
